State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,severity,hour,month,day_enc,road_type_enc,weather_enc,road_cond_enc,lighting_enc,alcohol,num_vehicles,num_casualties,junction_enc,cause_enc,risk_score,latitude,longitude,highway,state_region
Maharashtra,Nagpur,2022,January,Thursday,15:55,Fatal,1,Pedestrian,2,1,Foggy,National Highway,Dry,Daylight,Police Checkpost,75,44,Female,,Yes,Intersection,3,15,1,3,0,1,1,2,1,1,2,0,0,3.94,21.70306,69.61182,NH27_East_West,Rajasthan / MP / UP
Manipur,Unknown,2023,May,Saturday,22:55,Minor,4,Car,5,4,Foggy,Urban Road,Dry,Dark,Signals,50,33,Male,,Yes,Bridge,1,22,5,5,2,1,1,0,1,4,5,0,0,6.36,26.3303,75.2109,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Goa,Unknown,2022,April,Saturday,9:45,Minor,1,Two-Wheeler,2,5,Rainy,National Highway,Under Construction,Dawn,Signals,35,31,Female,,Yes,Intersection,1,9,4,5,0,3,2,1,1,1,2,0,0,6.36,21.1241,79.12508,NH44_Nagpur_Hyderabad,Telangana
Uttar Pradesh,Lucknow,2021,December,Saturday,5:26,Serious,2,Bus,9,3,Hazy,State Highway,Damaged,Dusk,Police Checkpost,75,52,Female,Expired,No,Curve,2,5,12,5,1,2,0,3,0,2,9,0,0,6.67,24.2597,89.1644,NH52_Barasat_Guwahati,West Bengal / Assam
Kerala,Unknown,2022,February,Wednesday,23:44,Serious,3,Car,6,3,Clear,Village Road,Dry,Daylight,Signals,51,55,Male,Expired,No,Bridge,2,23,2,2,3,0,1,2,0,3,6,0,0,5.76,21.85882,80.25697,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Assam,Unknown,2023,August,Sunday,22:58,Minor,1,Cycle,0,3,Hazy,Village Road,Under Construction,Dawn,Signals,89,34,Female,Valid,Yes,Bridge,1,22,8,6,3,2,2,1,1,1,0,0,0,3.94,17.44756,78.48246,NH44_Nagpur_Hyderabad,Telangana
Assam,Unknown,2019,April,Sunday,7:21,Fatal,1,Bus,3,1,Clear,Urban Road,Damaged,Daylight,Police Checkpost,34,42,Male,Expired,Yes,Straight Road,3,7,4,6,2,0,0,2,1,1,3,0,0,4.24,32.30134,77.18272,NH22_Shimla_Manali,Himachal Pradesh
Rajasthan,Udaipur,2020,October,Wednesday,23:42,Minor,5,Bus,7,2,Rainy,National Highway,Wet,Dawn,,108,53,Male,,Yes,Intersection,1,23,10,2,0,3,3,1,1,5,7,0,0,5.15,17.43912,75.45692,NH9_Pune_Hyderabad,Maharashtra / Telangana
Bihar,Unknown,2018,February,Wednesday,4:55,Serious,4,Pedestrian,2,0,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,119,59,Female,Expired,No,Bridge,2,4,2,2,1,3,2,1,0,4,2,0,0,1.82,27.30101,82.48772,NH27_East_West,Rajasthan / MP / UP
West Bengal,Kolkata,2022,November,Saturday,22:31,Fatal,1,Cycle,7,5,Foggy,National Highway,Dry,Daylight,Signs,111,65,Female,Expired,No,Straight Road,3,22,11,5,0,1,1,2,0,1,7,0,0,8.48,17.19096,76.17767,NH9_Pune_Hyderabad,Maharashtra / Telangana
Kerala,Unknown,2018,January,Tuesday,5:18,Minor,3,Two-Wheeler,2,3,Stormy,State Highway,Damaged,Dark,Signs,68,26,Female,Valid,No,Straight Road,1,5,1,1,1,4,0,0,0,3,2,0,0,3.94,18.47456,73.86543,NH9_Pune_Hyderabad,Maharashtra / Telangana
Telangana,Unknown,2020,January,Monday,15:34,Serious,3,Two-Wheeler,3,0,Hazy,Village Road,Wet,Dawn,Signals,30,23,Female,,No,Curve,2,15,1,0,3,2,3,1,0,3,3,0,0,2.12,21.13427,79.01963,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Assam,Unknown,2023,October,Monday,12:7,Fatal,2,Pedestrian,10,0,Rainy,Urban Road,Dry,Dusk,,53,31,Male,,Yes,Curve,3,12,10,0,2,3,1,3,1,2,10,0,0,5.45,12.60857,79.46866,NH44_Bangalore_Chennai,Tamil Nadu
Chandigarh,Unknown,2020,April,Sunday,0:55,Serious,4,Two-Wheeler,3,1,Stormy,State Highway,Under Construction,Daylight,Signs,55,62,Male,Valid,No,Straight Road,2,0,4,6,1,4,2,2,0,4,3,0,0,3.03,26.97746,78.18029,NH44_Delhi_Agra,Uttar Pradesh
Punjab,Unknown,2018,August,Saturday,18:56,Fatal,4,Bus,4,5,Stormy,National Highway,Dry,Dusk,Signs,104,35,Female,,Yes,Straight Road,3,18,8,5,0,4,1,3,1,4,4,0,0,8.18,27.36337,77.76342,NH44_Delhi_Agra,Uttar Pradesh
Tripura,Unknown,2020,April,Monday,10:35,Serious,4,Bus,7,4,Foggy,Village Road,Wet,Dusk,Signs,88,18,Male,Expired,No,Intersection,2,10,4,0,3,1,3,3,0,4,7,0,0,6.97,16.54226,80.60946,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Nagaland,Unknown,2018,July,Saturday,20:0,Fatal,3,Car,6,1,Foggy,State Highway,Dry,Dark,Signals,42,62,Female,Expired,Yes,Bridge,3,20,7,5,1,1,1,0,1,3,6,0,0,5.15,20.41626,86.24672,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Andhra Pradesh,Vijayawada,2020,March,Tuesday,6:53,Minor,3,Cycle,4,1,Foggy,Village Road,Dry,Daylight,Signs,57,47,Female,Valid,No,Curve,1,6,3,1,3,1,1,2,0,3,4,0,0,2.73,17.49672,75.49842,NH9_Pune_Hyderabad,Maharashtra / Telangana
Mizoram,Unknown,2023,February,Friday,8:20,Fatal,5,Pedestrian,2,4,Stormy,National Highway,Dry,Dusk,,43,33,Female,Valid,No,Straight Road,3,8,2,4,0,4,1,3,0,5,2,0,0,6.06,14.89318,79.9748,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Karnataka,Bangalore,2020,August,Friday,17:28,Minor,2,Truck,10,0,Rainy,Urban Road,Damaged,Dusk,Police Checkpost,98,66,Male,Valid,Yes,Curve,1,17,8,4,2,3,0,3,1,2,10,0,0,4.24,31.17134,77.18292,NH22_Shimla_Manali,Himachal Pradesh
Sikkim,Unknown,2020,July,Friday,23:34,Fatal,1,Two-Wheeler,10,0,Stormy,National Highway,Wet,Dawn,Signs,34,45,Female,Valid,Yes,Intersection,3,23,7,4,0,4,3,1,1,1,10,0,0,5.45,20.65368,81.87264,NH30_Patna_Visakhapatnam,Chhattisgarh
Jharkhand,Unknown,2019,May,Thursday,9:38,Fatal,1,Pedestrian,5,0,Foggy,National Highway,Damaged,Dark,Police Checkpost,78,26,Male,,Yes,Straight Road,3,9,5,3,0,1,0,0,1,1,5,0,0,3.94,17.42936,78.41895,NH9_Pune_Hyderabad,Maharashtra / Telangana
Manipur,Unknown,2022,March,Thursday,18:37,Serious,5,Pedestrian,10,2,Hazy,State Highway,Under Construction,Daylight,Police Checkpost,90,66,Male,Expired,Yes,Intersection,2,18,3,3,1,2,2,2,1,5,10,0,0,6.67,17.34222,73.50019,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Punjab,Unknown,2020,August,Wednesday,4:49,Serious,5,Auto-Rickshaw,5,2,Stormy,Urban Road,Damaged,Dark,Signs,99,50,Female,Valid,Yes,Curve,2,4,8,2,2,4,0,0,1,5,5,0,0,5.15,28.25811,77.10775,NH44_Delhi_Agra,Uttar Pradesh
Haryana,Unknown,2021,December,Wednesday,3:4,Minor,1,Car,6,5,Clear,National Highway,Dry,Daylight,Police Checkpost,115,70,Female,,Yes,Straight Road,1,3,12,2,0,0,1,2,1,1,6,0,0,7.58,22.78589,88.4959,NH52_Barasat_Guwahati,West Bengal / Assam
Tripura,Unknown,2023,November,Tuesday,5:7,Serious,3,Car,1,1,Rainy,Village Road,Damaged,Dawn,Signals,76,50,Female,Valid,Yes,Straight Road,2,5,11,1,3,3,0,1,1,3,1,0,0,3.03,34.06873,74.7307,NH44_North,Jammu & Kashmir
Maharashtra,Mumbai,2022,June,Monday,6:33,Fatal,3,Cycle,2,1,Clear,Village Road,Dry,Dark,Signs,37,18,Female,Valid,No,Curve,3,6,6,0,3,0,1,0,0,3,2,0,0,3.33,13.01652,80.30121,NH44_Bangalore_Chennai,Tamil Nadu
Rajasthan,Jaipur,2021,February,Monday,21:37,Serious,3,Truck,8,5,Foggy,Urban Road,Dry,Dusk,Signals,94,19,Male,,Yes,Curve,2,21,2,0,2,1,1,3,1,3,8,0,0,8.79,24.28262,84.22578,NH30_Patna_Visakhapatnam,Chhattisgarh
Odisha,Unknown,2021,May,Sunday,0:39,Minor,3,Two-Wheeler,7,1,Stormy,Urban Road,Damaged,Dusk,Signals,32,25,Female,Expired,No,Intersection,1,0,5,6,2,4,0,3,0,3,7,0,0,3.64,33.18772,75.59405,NH44_North,Jammu & Kashmir
Himachal Pradesh,Unknown,2020,February,Saturday,7:55,Fatal,1,Car,9,0,Hazy,State Highway,Under Construction,Dawn,Signals,46,53,Male,Expired,Yes,Curve,3,7,2,5,1,2,2,1,1,1,9,0,0,5.15,27.68292,77.60909,NH44_Delhi_Agra,Uttar Pradesh
Arunachal Pradesh,Unknown,2018,October,Saturday,14:10,Serious,5,Auto-Rickshaw,8,2,Rainy,State Highway,Wet,Dawn,Signs,90,39,Male,Expired,Yes,Curve,2,14,10,5,1,3,3,1,1,5,8,0,0,6.06,30.00722,78.80997,NH58_Delhi_Badrinath,Uttarakhand
Meghalaya,Unknown,2021,June,Thursday,13:31,Serious,2,Bus,1,3,Hazy,State Highway,Dry,Dawn,Signs,107,35,Male,Expired,Yes,Intersection,2,13,6,3,1,2,1,1,1,2,1,0,0,4.85,30.45312,79.45792,NH58_Delhi_Badrinath,Uttarakhand
Tamil Nadu,Chennai,2021,September,Sunday,14:48,Fatal,1,Pedestrian,8,3,Stormy,Urban Road,Damaged,Daylight,Police Checkpost,63,45,Female,Expired,Yes,Intersection,3,14,9,6,2,4,0,2,1,1,8,0,0,7.58,18.58965,78.27916,NH44_Nagpur_Hyderabad,Telangana
Gujarat,Surat,2020,February,Monday,16:29,Fatal,3,Two-Wheeler,1,1,Foggy,State Highway,Dry,Dark,Signals,97,39,Male,Valid,No,Intersection,3,16,2,0,1,1,1,0,0,3,1,0,0,3.03,25.45716,78.60811,NH44_Agra_Nagpur,Madhya Pradesh
Chhattisgarh,Unknown,2018,July,Wednesday,8:5,Serious,4,Car,3,3,Hazy,State Highway,Dry,Dusk,Signs,83,26,Female,Valid,Yes,Straight Road,2,8,7,2,1,2,1,3,1,4,3,0,0,5.45,13.20189,77.39008,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Odisha,Unknown,2022,December,Friday,10:46,Minor,3,Car,10,3,Rainy,National Highway,Dry,Dusk,Police Checkpost,61,66,Male,Expired,No,Intersection,1,10,12,4,0,3,1,3,0,3,10,0,0,6.36,23.51618,88.8594,NH52_Barasat_Guwahati,West Bengal / Assam
Goa,Unknown,2020,May,Monday,21:51,Serious,4,Truck,2,2,Foggy,Urban Road,Under Construction,Dark,Police Checkpost,104,57,Male,Expired,Yes,Straight Road,2,21,5,0,2,1,2,0,1,4,2,0,0,4.24,28.36309,77.1673,NH44_Delhi_Agra,Uttar Pradesh
Jammu and Kashmir,Unknown,2021,November,Sunday,21:39,Serious,1,Two-Wheeler,0,2,Rainy,State Highway,Dry,Dark,Police Checkpost,41,50,Female,,No,Intersection,2,21,11,6,1,3,1,0,0,1,0,0,0,3.03,22.27085,79.11477,NH44_Agra_Nagpur,Madhya Pradesh
Telangana,Unknown,2023,August,Saturday,22:7,Minor,3,Pedestrian,5,0,Stormy,Village Road,Under Construction,Dark,Signs,36,67,Male,Expired,No,Curve,1,22,8,5,3,4,2,0,0,3,5,0,0,2.12,28.01815,77.3426,NH44_Delhi_Agra,Uttar Pradesh
Arunachal Pradesh,Unknown,2019,August,Monday,18:44,Fatal,3,Cycle,2,5,Stormy,State Highway,Dry,Dark,Signs,35,32,Male,,Yes,Intersection,3,18,8,0,1,4,1,0,1,3,2,0,0,7.58,25.78404,79.49021,NH27_East_West,Rajasthan / MP / UP
Jharkhand,Unknown,2020,September,Sunday,7:27,Serious,3,Cycle,8,3,Clear,National Highway,Wet,Daylight,Signs,40,55,Female,Valid,No,Curve,2,7,9,6,0,0,3,2,0,3,8,0,0,6.36,16.64445,73.27401,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Andhra Pradesh,Tirupati,2023,March,Thursday,8:37,Fatal,1,Pedestrian,0,1,Foggy,State Highway,Damaged,Dusk,,49,28,Female,Expired,No,Curve,3,8,3,3,1,1,0,3,0,1,0,0,0,2.73,24.8298,83.85295,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Bihar,Unknown,2019,May,Saturday,22:32,Serious,1,Bus,9,5,Clear,State Highway,Damaged,Dark,Police Checkpost,49,57,Male,,Yes,Intersection,2,22,5,5,1,0,0,0,1,1,9,0,0,9.09,13.92102,75.57463,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Gujarat,Ahmedabad,2023,March,Wednesday,9:15,Fatal,1,Car,10,0,Hazy,Village Road,Wet,Daylight,,119,25,Female,,Yes,Intersection,3,9,3,2,3,2,3,2,1,1,10,0,0,5.45,22.91874,79.50917,NH44_Agra_Nagpur,Madhya Pradesh
Punjab,Unknown,2023,July,Thursday,12:43,Minor,3,Pedestrian,4,5,Rainy,Urban Road,Wet,Dusk,Signs,115,37,Female,Expired,Yes,Straight Road,1,12,7,3,2,3,3,3,1,3,4,0,0,6.97,27.3466,77.7295,NH44_Delhi_Agra,Uttar Pradesh
Himachal Pradesh,Unknown,2023,April,Sunday,4:10,Serious,5,Bus,8,1,Clear,Village Road,Damaged,Dark,Signs,113,37,Female,Expired,Yes,Straight Road,2,4,4,6,3,0,0,0,1,5,8,0,0,5.15,13.28078,77.45456,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Sikkim,Unknown,2019,January,Wednesday,23:24,Fatal,2,Two-Wheeler,0,4,Foggy,National Highway,Under Construction,Daylight,Signs,115,25,Female,Valid,Yes,Curve,3,23,1,2,0,1,2,2,1,2,0,0,0,6.06,15.85472,74.0419,NH66_West_Coast,Maharashtra / Kerala
Jammu and Kashmir,Unknown,2019,February,Friday,2:18,Serious,2,Pedestrian,0,4,Stormy,Urban Road,Wet,Dusk,,85,22,Female,Valid,Yes,Bridge,2,2,2,4,2,4,3,3,1,2,0,0,0,5.45,23.4082,86.16678,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Telangana,Unknown,2021,February,Sunday,3:31,Minor,2,Auto-Rickshaw,7,1,Foggy,Village Road,Wet,Dark,Signs,84,63,Male,,Yes,Intersection,1,3,2,6,3,1,3,0,1,2,7,0,0,4.24,24.51745,79.00466,NH44_Agra_Nagpur,Madhya Pradesh
West Bengal,Siliguri,2018,July,Tuesday,9:28,Fatal,1,Two-Wheeler,10,0,Rainy,National Highway,Dry,Dawn,Police Checkpost,115,49,Male,Expired,Yes,Intersection,3,9,7,1,0,3,1,1,1,1,10,0,0,5.45,13.07563,80.31058,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Meghalaya,Unknown,2022,May,Sunday,13:11,Minor,5,Car,9,3,Rainy,Village Road,Damaged,Daylight,Signals,116,30,Male,Expired,Yes,Bridge,1,13,5,6,3,3,0,2,1,5,9,0,0,6.67,16.0618,74.45265,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Bihar,Unknown,2023,April,Saturday,12:45,Minor,4,Truck,4,5,Foggy,State Highway,Wet,Dawn,Signs,99,45,Male,,Yes,Intersection,1,12,4,5,1,1,3,1,1,4,4,0,0,6.97,15.9101,80.2453,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Himachal Pradesh,Unknown,2021,July,Wednesday,17:0,Minor,1,Bus,9,2,Stormy,Urban Road,Wet,Daylight,,73,44,Female,Expired,Yes,Curve,1,17,7,2,2,4,3,2,1,1,9,0,0,5.76,24.09183,73.45603,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Himachal Pradesh,Unknown,2020,October,Sunday,1:59,Minor,5,Bus,4,4,Foggy,Village Road,Dry,Dawn,Signs,114,20,Female,Expired,Yes,Intersection,1,1,10,6,3,1,1,1,1,5,4,0,0,6.06,25.42309,78.52089,NH44_Agra_Nagpur,Madhya Pradesh
Assam,Unknown,2022,November,Friday,20:50,Minor,1,Truck,3,0,Stormy,State Highway,Dry,Dark,Signs,111,18,Female,Valid,Yes,Bridge,1,20,11,4,1,4,1,0,1,1,3,0,0,2.12,13.02215,77.59873,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Mizoram,Unknown,2022,June,Wednesday,6:34,Minor,1,Truck,6,3,Hazy,National Highway,Dry,Dark,Police Checkpost,89,33,Female,Expired,Yes,Bridge,1,6,6,2,0,2,1,0,1,1,6,0,0,5.76,13.05965,80.28331,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Tamil Nadu,Coimbatore,2019,January,Friday,5:49,Serious,3,Cycle,10,1,Foggy,Village Road,Under Construction,Dark,,112,62,Male,Expired,Yes,Intersection,2,5,1,4,3,1,2,0,1,3,10,0,0,5.76,27.21734,78.01074,NH44_Delhi_Agra,Uttar Pradesh
Himachal Pradesh,Unknown,2021,November,Thursday,23:58,Serious,5,Pedestrian,9,5,Clear,State Highway,Dry,Dawn,,85,31,Male,,Yes,Bridge,2,23,11,3,1,0,1,1,1,5,9,0,0,9.09,13.81504,74.88687,NH66_West_Coast,Maharashtra / Kerala
Assam,Unknown,2019,July,Tuesday,6:28,Fatal,2,Truck,4,3,Clear,Urban Road,Under Construction,Dawn,,118,63,Male,,No,Straight Road,3,6,7,1,2,0,2,1,0,2,4,0,0,5.76,20.71796,73.12287,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Tripura,Unknown,2022,June,Wednesday,4:57,Serious,5,Car,6,3,Clear,National Highway,Under Construction,Dusk,Signs,60,55,Male,Valid,Yes,Bridge,2,4,6,2,0,0,2,3,1,5,6,0,0,6.36,8.28248,77.21389,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Sikkim,Unknown,2021,December,Friday,18:49,Minor,5,Bus,10,5,Clear,National Highway,Dry,Dawn,Signals,36,24,Male,Valid,Yes,Bridge,1,18,12,4,0,0,1,1,1,5,10,0,0,8.79,30.16452,79.08681,NH58_Delhi_Badrinath,Uttarakhand
Chhattisgarh,Unknown,2021,December,Saturday,11:10,Minor,4,Truck,7,1,Rainy,State Highway,Damaged,Dusk,Signals,87,33,Male,Expired,Yes,Curve,1,11,12,5,1,3,0,3,1,4,7,0,0,4.24,24.23726,75.85417,NH27_East_West,Rajasthan / MP / UP
Kerala,Unknown,2021,February,Tuesday,17:7,Serious,2,Cycle,7,2,Rainy,National Highway,Damaged,Daylight,Signs,93,43,Male,Expired,No,Bridge,2,17,2,1,0,3,0,2,0,2,7,0,0,5.15,23.86931,81.18269,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Uttar Pradesh,Varanasi,2018,July,Tuesday,19:59,Minor,4,Cycle,4,5,Hazy,Village Road,Damaged,Dawn,Police Checkpost,82,31,Male,,Yes,Straight Road,1,19,7,1,3,2,0,1,1,4,4,0,0,6.97,27.79755,77.40924,NH44_Delhi_Agra,Uttar Pradesh
Mizoram,Unknown,2021,December,Monday,16:19,Fatal,4,Cycle,10,0,Foggy,Village Road,Under Construction,Dusk,Signs,63,31,Female,Valid,Yes,Intersection,3,16,12,0,3,1,2,3,1,4,10,0,0,5.45,16.65024,73.78326,NH66_West_Coast,Maharashtra / Kerala
Tamil Nadu,Coimbatore,2020,July,Tuesday,11:50,Fatal,2,Two-Wheeler,5,1,Stormy,State Highway,Dry,Dawn,Signals,46,18,Female,Expired,Yes,Bridge,3,11,7,1,1,4,1,1,1,2,5,0,0,4.85,17.07125,77.2073,NH9_Pune_Hyderabad,Maharashtra / Telangana
Haryana,Unknown,2020,May,Thursday,16:24,Serious,2,Pedestrian,0,0,Stormy,State Highway,Damaged,Dawn,Signs,82,56,Male,Expired,Yes,Intersection,2,16,5,3,1,4,0,1,1,2,0,0,0,1.82,27.61022,77.61401,NH44_Delhi_Agra,Uttar Pradesh
Telangana,Unknown,2022,July,Friday,20:32,Fatal,5,Auto-Rickshaw,3,0,Hazy,National Highway,Under Construction,Dark,Police Checkpost,77,53,Female,Expired,No,Bridge,3,20,7,4,0,2,2,0,0,5,3,0,0,2.73,32.92828,75.07297,NH44_North,Jammu & Kashmir
Tamil Nadu,Chennai,2020,April,Friday,11:13,Minor,1,Auto-Rickshaw,3,3,Foggy,Urban Road,Under Construction,Daylight,Police Checkpost,99,31,Male,Expired,Yes,Curve,1,11,4,4,2,1,2,2,1,1,3,0,0,4.85,32.19854,77.11601,NH22_Shimla_Manali,Himachal Pradesh
Uttar Pradesh,Kanpur,2021,December,Friday,0:34,Minor,2,Truck,5,1,Clear,Urban Road,Under Construction,Daylight,Signs,112,31,Female,,No,Curve,1,0,12,4,2,0,2,2,0,2,5,0,0,3.03,33.37695,75.27881,NH44_North,Jammu & Kashmir
Gujarat,Surat,2018,March,Friday,7:15,Minor,1,Two-Wheeler,4,0,Clear,Village Road,Under Construction,Daylight,,70,30,Female,Valid,No,Intersection,1,7,3,4,3,0,2,2,0,1,4,0,0,1.82,21.15101,79.05541,NH44_Nagpur_Hyderabad,Telangana
Jharkhand,Unknown,2022,August,Sunday,18:5,Minor,3,Auto-Rickshaw,6,4,Stormy,State Highway,Under Construction,Dusk,Police Checkpost,105,22,Male,Valid,Yes,Straight Road,1,18,8,6,1,4,2,3,1,3,6,0,0,6.67,22.77411,88.59321,NH52_Barasat_Guwahati,West Bengal / Assam
Punjab,Unknown,2023,July,Friday,22:17,Fatal,3,Pedestrian,7,3,Stormy,State Highway,Damaged,Dusk,Police Checkpost,78,57,Female,Expired,Yes,Bridge,3,22,7,4,1,4,0,3,1,3,7,0,0,7.27,26.98099,78.17851,NH44_Delhi_Agra,Uttar Pradesh
Uttar Pradesh,Kanpur,2020,June,Wednesday,1:17,Serious,2,Bus,10,5,Rainy,Village Road,Damaged,Dusk,,101,50,Female,,Yes,Curve,2,1,6,2,3,3,0,3,1,2,10,0,0,9.39,17.97882,73.7163,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Haryana,Unknown,2022,February,Wednesday,1:11,Fatal,5,Auto-Rickshaw,4,5,Clear,National Highway,Under Construction,Daylight,,52,67,Male,,Yes,Bridge,3,1,2,2,0,0,2,2,1,5,4,0,0,8.18,21.7137,79.13707,NH44_Agra_Nagpur,Madhya Pradesh
Puducherry,Unknown,2018,April,Thursday,0:41,Serious,2,Cycle,5,5,Clear,National Highway,Damaged,Dark,Signs,96,46,Female,,No,Bridge,2,0,4,3,0,0,0,0,0,2,5,0,0,7.27,18.71871,78.37721,NH44_Nagpur_Hyderabad,Telangana
Delhi,Dwarka,2021,June,Sunday,14:29,Fatal,4,Two-Wheeler,9,5,Rainy,Urban Road,Under Construction,Dusk,,100,51,Female,,Yes,Intersection,3,14,6,6,2,3,2,3,1,4,9,0,0,9.7,14.25342,76.29746,NH44_Hyderabad_Bangalore,Karnataka
Telangana,Unknown,2021,June,Friday,4:8,Minor,3,Auto-Rickshaw,0,4,Stormy,National Highway,Damaged,Dusk,Police Checkpost,97,21,Male,Valid,Yes,Bridge,1,4,6,4,0,4,0,3,1,3,0,0,0,4.85,27.18283,77.91629,NH44_Delhi_Agra,Uttar Pradesh
Jharkhand,Unknown,2023,May,Tuesday,5:34,Serious,3,Truck,7,1,Hazy,Urban Road,Dry,Dawn,Signs,64,50,Female,,No,Straight Road,2,5,5,1,2,2,1,1,0,3,7,0,0,4.24,34.01616,74.7348,NH44_North,Jammu & Kashmir
Kerala,Unknown,2018,May,Monday,1:7,Minor,4,Auto-Rickshaw,9,5,Rainy,Village Road,Under Construction,Daylight,Police Checkpost,88,50,Female,,Yes,Curve,1,1,5,0,3,3,2,2,1,4,9,0,0,8.48,27.06426,78.15169,NH44_Delhi_Agra,Uttar Pradesh
Tripura,Unknown,2021,August,Friday,18:55,Fatal,4,Cycle,0,2,Stormy,National Highway,Damaged,Dawn,Signals,97,44,Male,,No,Curve,3,18,8,4,0,4,0,1,0,4,0,0,0,3.64,28.55347,77.15979,NH44_Delhi_Agra,Uttar Pradesh
Puducherry,Unknown,2023,February,Sunday,12:6,Minor,4,Bus,8,4,Hazy,Village Road,Wet,Dawn,Signals,60,67,Female,Expired,No,Bridge,1,12,2,6,3,2,3,1,0,4,8,0,0,6.67,22.30971,72.29389,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Telangana,Unknown,2019,May,Sunday,23:37,Minor,5,Car,9,3,Stormy,National Highway,Dry,Daylight,,56,18,Male,Valid,No,Curve,1,23,5,6,0,4,1,2,0,5,9,0,0,6.06,8.16898,77.18314,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Goa,Unknown,2018,October,Wednesday,21:52,Fatal,5,Two-Wheeler,4,5,Foggy,State Highway,Under Construction,Dusk,Signs,77,25,Male,Expired,No,Curve,3,21,10,2,1,1,2,3,0,5,4,0,0,7.58,13.83842,74.83137,NH66_West_Coast,Maharashtra / Kerala
Kerala,Unknown,2018,September,Friday,9:7,Serious,1,Car,8,3,Rainy,State Highway,Damaged,Dark,Signals,99,27,Female,Valid,Yes,Curve,2,9,9,4,1,3,0,0,1,1,8,0,0,6.97,20.70981,81.93776,NH30_Patna_Visakhapatnam,Chhattisgarh
Bihar,Unknown,2022,March,Thursday,22:8,Fatal,2,Pedestrian,1,5,Foggy,State Highway,Under Construction,Dawn,Signs,110,54,Male,,No,Straight Road,3,22,3,3,1,1,2,1,0,2,1,0,0,6.67,31.17092,77.2362,NH22_Shimla_Manali,Himachal Pradesh
Maharashtra,Mumbai,2019,October,Thursday,19:1,Serious,2,Cycle,3,5,Stormy,Urban Road,Under Construction,Dark,Signals,41,35,Female,Expired,No,Bridge,2,19,10,3,2,4,2,0,0,2,3,0,0,6.67,24.80912,77.28568,NH27_East_West,Rajasthan / MP / UP
Haryana,Unknown,2023,February,Monday,8:12,Serious,1,Auto-Rickshaw,3,5,Clear,Urban Road,Wet,Dark,Police Checkpost,80,63,Female,Valid,Yes,Bridge,2,8,2,0,2,0,3,0,1,1,3,0,0,7.27,24.84529,91.94211,NH27_East_West,Rajasthan / MP / UP
Rajasthan,Jodhpur,2023,April,Tuesday,5:53,Fatal,4,Pedestrian,10,4,Stormy,Urban Road,Under Construction,Dawn,Signs,103,20,Female,Valid,Yes,Bridge,3,5,4,1,2,4,2,1,1,4,10,0,0,9.09,23.38606,79.35847,NH44_Agra_Nagpur,Madhya Pradesh
Goa,Unknown,2018,October,Wednesday,18:9,Serious,2,Bus,9,5,Clear,Village Road,Dry,Dawn,Signals,46,26,Male,Expired,No,Straight Road,2,18,10,2,3,0,1,1,0,2,9,0,0,8.48,17.29321,76.28777,NH9_Pune_Hyderabad,Maharashtra / Telangana
Assam,Unknown,2020,May,Monday,3:21,Serious,3,Auto-Rickshaw,2,3,Foggy,Urban Road,Under Construction,Daylight,,85,68,Female,,No,Straight Road,2,3,5,0,2,1,2,2,0,3,2,0,0,4.55,25.36132,82.9817,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Madhya Pradesh,Unknown,2023,November,Monday,1:19,Fatal,1,Pedestrian,8,4,Foggy,Urban Road,Under Construction,Dark,Signals,71,54,Male,,No,Bridge,3,1,11,0,2,1,2,0,0,1,8,0,0,7.88,21.14267,79.05589,NH44_Nagpur_Hyderabad,Telangana
